val_loss,val_mse,epoch,step,train_loss,train_mse,test_loss,test_mse
,,68,75485,0.006973080802708864,0.013946161605417728,,
0.007113531697541475,0.01422706339508295,69,76579,,,,
,,69,76579,0.00696930754929781,0.01393861509859562,,
0.007103761192411184,0.014207522384822369,70,77673,,,,
,,70,77673,0.006965224165469408,0.013930448330938816,,
0.007101640570908785,0.01420328114181757,71,78767,,,,
,,71,78767,0.006961440201848745,0.01392288040369749,,
0.007090436294674873,0.014180872589349747,72,79861,,,,
,,72,79861,0.006958157755434513,0.013916315510869026,,
0.007091020233929157,0.014182040467858315,73,80955,,,,
,,73,80955,0.00695277564227581,0.01390555128455162,,
0.007081241346895695,0.01416248269379139,74,82049,,,,
,,74,82049,0.006948842201381922,0.013897684402763844,,
0.007083080243319273,0.014166160486638546,75,83143,,,,
,,75,83143,0.006944435648620129,0.013888871297240257,,
0.007077598012983799,0.014155196025967598,76,84237,,,,
,,76,84237,0.006940716877579689,0.013881433755159378,,
0.007075195666402578,0.014150391332805157,77,85331,,,,
,,77,85331,0.006936779711395502,0.013873559422791004,,
0.007082004100084305,0.01416400820016861,78,86425,,,,
,,78,86425,0.006934671197086573,0.013869342394173145,,
0.00707388948649168,0.01414777897298336,79,87519,,,,
,,79,87519,0.0069312481209635735,0.013862496241927147,,
0.007071544881910086,0.014143089763820171,80,88613,,,,
,,80,88613,0.0069281794130802155,0.013856358826160431,,
0.007073429878801107,0.014146859757602215,81,89707,,,,
,,81,89707,0.00692508602514863,0.01385017205029726,,
0.007070958148688078,0.014141916297376156,82,90801,,,,
,,82,90801,0.0069231693632900715,0.013846338726580143,,
0.0070718200877308846,0.014143640175461769,83,91895,,,,
,,83,91895,0.0069192457012832165,0.013838491402566433,,
0.007065172772854567,0.014130345545709133,84,92989,,,,
,,84,92989,0.0069176373071968555,0.013835274614393711,,
0.007066444959491491,0.014132889918982983,85,94083,,,,
,,85,94083,0.006913281511515379,0.013826563023030758,,
0.00707179494202137,0.01414358988404274,86,95177,,,,
,,86,95177,0.006913417484611273,0.013826834969222546,,
0.007060421630740166,0.014120843261480331,87,96271,,,,
,,87,96271,0.006909618154168129,0.013819236308336258,,
0.007059486582875252,0.014118973165750504,88,97365,,,,
,,88,97365,0.006907300092279911,0.013814600184559822,,
0.007059613708406687,0.014119227416813374,89,98459,,,,
,,89,98459,0.0069047147408127785,0.013809429481625557,,
0.007061576470732689,0.014123152941465378,90,99553,,,,
,,90,99553,0.006902110762894154,0.013804221525788307,,
0.00705677829682827,0.01411355659365654,91,100647,,,,
,,91,100647,0.006900941953063011,0.013801883906126022,,
0.007051858119666576,0.014103716239333153,92,101741,,,,
,,92,101741,0.006898313295096159,0.013796626590192318,,
0.007048763334751129,0.014097526669502258,93,102835,,,,
,,93,102835,0.006896344944834709,0.013792689889669418,,
0.007047736551612616,0.014095473103225231,94,103929,,,,
,,94,103929,0.006895340979099274,0.013790681958198547,,
0.007042893208563328,0.014085786417126656,95,105023,,,,
,,95,105023,0.006891639903187752,0.013783279806375504,,
0.007044433616101742,0.014088867232203484,96,106117,,,,
,,96,106117,0.006889009848237038,0.013778019696474075,,
0.007045316509902477,0.014090633019804955,97,107211,,,,
,,97,107211,0.006888103671371937,0.013776207342743874,,
0.007043611723929644,0.014087223447859287,98,108305,,,,
,,98,108305,0.006885102950036526,0.013770205900073051,,
0.007037578150629997,0.014075156301259995,99,109399,,,,
,,99,109399,0.006883116438984871,0.013766232877969742,,
,,100,109400,,,0.007034108508378267,0.014068217016756535
